5    9
4    7
5    0
9    1
7    3
5    6
9    8
8    0
0    5
7    7
0    7
8    9
0    1
1    3
5    3
9    4
3    7
0    3
8    5
2    5
5    8
4    0
9    0
4    9
5    5
2    9
0    6
8    1
4    4
6    3
3    0
3    6
8    6
3    5
9    7
6    4
3    2
0    0
6    6
8    2
7    1
4    5
9    3
6    0
6    7
2    1
7    5
2    3
1    9
6    8
5    4
4    2
1    0
0    8
9    6
1    6
6    5
7    9
2    7
6    9
7    0
4    6
9    2
6    1
5    7
9    9
2    6
2    4
7    4
2    0
3    9
4    3
1    7
0    9
9    5
3    4
0    2
8    4
