#SN, zhelio, MJD, epoch, at_max_flag
sn2004ey 0.01579 53296.203 -7.580 0
sn2004gs 0.02665 53356.447 0.440 1
sn2001V 0.01510 52029.000 54.910 0
sn2006do 0.02843 53943.476 nan 0
sn2006cp 0.02230 53891.281 -5.300 0
sn2007B 0.02110 54113.203 nan 0
sn2002bo 0.00430 52433.209 76.630 0
sn2003iv 0.03430 52935.469 1.760 1
sn2004dt 0.01973 53258.358 18.000 0
sn2006S 0.03210 53788.476 18.450 0
sn2003F 0.01730 52667.275 nan 0
sn1997cn 0.01680 50605.363 18.380 0
sn2006bq 0.02190 53891.439 44.940 0
sn2008s5 0.03100 54739.235 8.960 0
sn2003he 0.02550 52879.374 2.710 0
sn2006da 0.04120 53906.437 nan 0
sn1998dh 0.00870 51077.260 47.260 0
sn2000Q 0.02000 51618.514 nan 0
sn2007is 0.02940 54362.144 nan 0
sn1998aq 0.00390 50982.321 51.340 0
sn2004da 0.01600 53204.435 nan 0
sn2008hr 0.07580 54805.534 nan 0
sn2000dk 0.01750 51849.418 36.320 0
sn2006je 0.03800 54032.247 20.180 0
sn2008ec 0.01632 54717.295 42.990 0
sn2007hu 0.03550 54362.184 nan 0
sn1999dk 0.01496 51407.376 -6.600 0
sn2004E 0.02983 53021.517 5.260 0
sn1994D 0.00290 49453.000 20.640 0
sn1999dk 0.01496 51487.305 72.160 0
sn2003gq 0.02140 52847.294 -0.690 1
sn2006S 0.03210 53765.375 -3.930 0
sn2005ag 0.07976 53413.596 0.520 1
sn2006bq 0.02190 53860.473 14.640 0
sn2004bl 0.01732 53137.189 4.610 0
sn2006ak 0.03810 53788.389 8.430 0
sn1995al 0.00510 50051.444 22.150 0
sn2001E 0.01910 51941.000 15.010 0
sn2006cf 0.04160 53883.299 11.090 0
sn2007cp 0.03660 54274.217 nan 0
sn1997cw 0.01710 50664.452 32.770 0
sn2005na 0.02632 53772.310 31.190 0
sn2000dm 0.01490 51813.244 -1.630 1
sn2003hm 0.01380 52879.450 nan 0
sn1995D 0.00670 49829.265 60.300 0
sn1994Q 0.02950 49506.461 9.680 0
sn2006eu 0.02360 54003.143 16.020 0
sn2002jy 0.01960 52674.147 39.460 0
sn2006bq 0.02190 53860.375 14.550 0
sn2006dw 0.02704 53965.266 nan 0
sn2006ef 0.01788 53971.454 3.200 0
sn1999cp 0.00940 51377.226 13.850 0
sn2008ds 0.02103 54746.279 nan 0
sn2000cx 0.00810 51813.389 60.410 0
sn2002bk 0.05600 52340.382 nan 0
sn1989M 0.00507 47717.000 3.480 0
sn2007af 0.00546 54288.205 113.780 0
sn2003av 0.14000 52697.000 nan 0
sn2003du 0.00640 52789.397 23.550 0
sn2002cs 0.01580 52466.325 56.190 0
sn2003hv 0.00560 52966.319 77.290 0
sn2005cf 0.00650 53532.205 -1.190 1
sn2008fr 0.03900 54739.422 nan 0
sn2008dx 0.02303 54654.217 10.280 0
sn2004fu 0.00920 53328.118 2.430 1
sn2002cr 0.00940 52466.211 57.470 0
sn2002fb 0.01560 52530.295 0.980 1
sn2001G 0.01680 51941.000 11.570 0
sn2006hn 0.01720 54032.488 nan 0
sn2003ae 0.03280 52698.000 31.690 0
sn2006eu 0.02360 53997.155 10.170 0
sn2006dm 0.02202 53943.428 14.610 0
sn2005do 0.03047 53608.480 nan 0
sn2004ca 0.01780 53169.423 nan 0
sn2004bd 0.00890 53119.279 24.760 0
sn2002cs 0.01580 52401.372 -7.760 0
sn1999dq 0.01410 51431.525 -3.930 0
sn2005ec 0.02923 53639.523 nan 0
sn2002kf 0.01930 52645.000 6.810 0
sn2000dn 0.03210 51841.205 16.380 0
sn1994B 0.08900 49388.364 nan 0
sn2004gu 0.04586 53356.539 -4.650 0
sn2008hj 0.03789 54805.296 nan 0
sn2008dx 0.02303 54646.219 2.460 0
sn2006ef 0.01788 54003.377 34.560 0
sn2007ux 0.03091 54465.459 5.590 0
sn1999gh 0.00770 51521.500 8.435 0
sn2007hu 0.03550 54356.120 nan 0
sn2001br 0.02090 52104.290 52.297 0
sn2001fe 0.01340 52292.370 62.335 0
sn1995al 0.00510 50042.450 13.282 0
sn1999ac 0.00950 51246.530 -3.933 0
sn1998dh 0.00870 51073.400 43.125 0
sn2005ej 0.03790 53641.100 nan 0
sn2001en 0.01640 52193.390 1.466 0
sn1998dh 0.00870 51021.400 -8.427 0
sn1999dq 0.01410 51436.450 0.444 1
sn2003iu 0.04140 52943.250 nan 0
sn2005hk 0.01300 53677.220 -7.285 0
sn2001C 0.01090 51993.250 nan 0
sn2002cd 0.01040 52386.490 3.256 0
sn2006le 0.01740 54058.400 10.812 0
sn2007af 0.00546 54171.440 -2.646 1
sn1999aa 0.01440 51260.190 27.396 0
sn1998bu 0.00290 50996.160 43.334 0
sn2002kf 0.01930 52640.390 2.149 0
sn1995al 0.00510 50045.510 16.327 0
sn2007au 0.02000 54178.260 -5.627 0
sn2001bf 0.01560 52104.270 57.670 0
sn2001ep 0.01300 52201.440 1.816 1
sn2007le 0.00672 54414.170 15.366 0
sn2005el 0.01491 53669.500 22.763 0
sn1998co 0.01820 50991.460 3.889 0
sn2000cx 0.00810 51846.290 92.739 0
sn2000dk 0.01750 51822.330 9.563 0
sn1995D 0.00670 49862.200 92.878 0
sn2004L 0.03230 53057.300 27.511 0
sn2000cf 0.03640 51698.330 25.116 0
sn2004ef 0.03099 53257.240 -6.266 0
sn2007co 0.02700 54264.390 -0.204 1
sn2004as 0.03100 53111.270 25.092 0
sn2007co 0.02700 54269.350 4.625 0
sn2003iv 0.03430 52931.380 -2.436 1
sn2002kf 0.01930 52650.160 11.734 0
sn2001ck 0.03470 52077.290 4.823 0
sn2000B 0.01910 51584.310 21.499 0
sn1998dh 0.00870 51024.440 -5.413 0
sn2003fa 0.04040 52815.300 8.747 0
sn1998aq 0.00390 51009.210 77.707 0
sn1996X 0.00680 50191.310 0.209 1
sn2003cg 0.00410 52726.260 -3.127 0
sn2005hf 0.04310 53674.240 11.926 0
sn1998ab 0.02700 50933.260 18.364 0
sn2000cx 0.00810 51789.360 36.266 0
sn1999aa 0.01440 51230.290 -2.080 1
sn2002cd 0.01040 52374.490 -8.620 0
sn2008Q 0.00810 54498.110 -7.231 0
sn2004as 0.03100 53081.390 -3.889 0
sn2003F 0.01730 52649.220 nan 0
sn1997br 0.00710 50569.270 9.900 0
sn2006hb 0.01534 54023.470 23.510 0
sn2005bv 0.03570 53492.320 nan 0
sn2001if 0.03770 52261.200 nan 0
sn1994D 0.00290 49487.200 54.542 0
sn1999be 0.01890 51276.140 nan 0
sn1999ac 0.00950 51291.460 40.575 0
snf20080522-011 0.03790 54643.110 25.446 0
sn1999dq 0.01410 51426.450 -9.417 0
sn2005M 0.02462 53438.260 32.446 0
sn2007sr 0.00548 54534.360 84.785 0
sn2007af 0.00546 54213.320 39.009 0
sn2004ef 0.03099 53290.140 25.645 0
sn2006H 0.01400 53767.110 14.310 0
sn1998es 0.01060 51135.280 -7.342 0
sn1995D 0.00670 49807.170 38.214 0
sn2005cf 0.00650 53522.260 -11.366 0
sn2003iu 0.04140 52936.330 nan 0
sn1998eg 0.02490 51110.150 -0.732 1
sn2007B 0.02110 54110.100 nan 0
sn1997bp 0.00830 50609.200 60.200 0
sn2004dt 0.01973 53293.340 52.521 0
sn2006le 0.01740 54054.440 6.920 0
sn2005hc 0.04594 53679.310 11.100 0
sn2002kf 0.01930 52644.300 5.984 0
sn2007ax 0.00686 54208.190 20.941 0
sn2001V 0.01510 52022.220 48.685 0
sn2007sr 0.00548 54640.000 189.837 0
sn2002cc 0.06600 52374.190 nan 0
sn2008ar 0.02615 54539.290 5.058 0
sn2008ar 0.02615 54535.360 1.228 1
sn2005am 0.00790 53445.220 9.837 0
sn1998bp 0.01050 50936.450 0.049 1
sn2004L 0.03230 53032.370 3.361 0
sn1994D 0.00290 49443.280 10.749 0
sn2001V 0.01510 51965.300 -7.388 0
sn1999dq 0.01410 51494.310 57.499 0
sn2002dp 0.01170 52473.470 22.902 0
sn2005hf 0.04310 53671.220 9.031 0
sn2007hj 0.01411 54346.280 -2.583 1
sn1998ab 0.02700 50949.240 33.924 0
sn1998ab 0.02700 50906.380 -7.809 0
sn1998dm 0.00650 51101.340 41.172 0
sn2007sw 0.02520 54494.500 nan 0
sn2002eu 0.03760 52527.400 7.806 0
sn2006X 0.00524 53849.220 62.793 0
sn2002jg 0.01570 52614.170 4.499 0
sn2008ar 0.02615 54526.390 -7.514 0
sn1998bu 0.00290 50950.150 -2.543 1
sn1998dh 0.00870 51022.400 -7.435 0
sn2002bo 0.00430 52400.180 43.294 0
sn2006le 0.01740 54064.360 16.670 0
sn2008af 0.03350 54526.490 24.277 0
sn2001ah 0.05780 52053.260 44.299 0
sn2007ca 0.01407 54230.230 3.481 0
sn1997bq 0.00930 50546.140 -11.652 0
sn2003kd 0.03000 52969.410 nan 0
sn2003kf 0.00740 52971.330 -9.400 0
sn1996by 0.01370 50434.370 nan 0
sn2001V 0.01510 51994.470 21.348 0
sn2002eu 0.03760 52522.490 3.074 0
sn2006le 0.01740 54083.300 35.286 0
sn2003kf 0.00740 53021.230 40.133 0
sn1999gh 0.00770 51586.300 72.740 0
sn2002ha 0.01440 52590.080 9.543 0
sn2007F 0.02360 54115.530 -7.689 0
sn2000dp 0.03450 51823.410 nan 0
sn1998bp 0.01050 50949.440 12.905 0
snf20080514-002 0.02190 54618.190 6.351 0
sn2008A 0.01620 54476.190 -1.880 1
sn2000cx 0.00810 51751.480 -1.309 1
sn2007cp 0.03660 54270.200 nan 0
sn1998aq 0.00390 50993.170 61.729 0
sn2000cx 0.00810 51808.420 55.173 0
sn2002bg 0.04240 52339.510 nan 0
sn2001bg 0.00720 52054.140 14.039 0
sn2001da 0.01720 52104.460 -2.006 1
sn2003W 0.02010 52676.320 -3.313 0
sn1995al 0.00510 50097.350 67.904 0
sn2002ar 0.03020 52353.280 nan 0
sn2006sr 0.02440 54096.090 3.895 0
sn2002bz 0.03700 52375.470 nan 0
sn2006H 0.01400 53772.210 19.339 0
sn2006H 0.01400 53766.110 13.323 0
sn2007co 0.02700 54354.160 87.205 0
sn1996ac 0.02550 50227.190 nan 0
sn2007bm 0.00621 54215.190 -9.253 0
sn2003ae 0.03280 52676.300 nan 0
sn1996X 0.00680 50240.190 48.758 0
sn2003kf 0.00740 53022.310 41.205 0
sn2001bg 0.00720 52045.230 5.193 0
sn2003kf 0.00740 52975.360 -5.400 0
sn2001E 0.01910 51928.490 2.836 0
sn2003kd 0.03000 52970.260 nan 0
sn1999by 0.00220 51306.150 -3.043 0
sn2007so 0.02980 54450.210 nan 0
sn1997br 0.00710 50571.290 11.905 0
sn2007A 0.01765 54117.110 4.434 0
sn1997bp 0.00830 50549.300 0.793 1
sn2002fk 0.00750 52578.320 30.194 0
sn1999dq 0.01410 51433.510 -2.455 1
sn2005kc 0.01512 53709.090 11.615 0
sn1999by 0.00220 51316.140 6.925 0
sn2006S 0.03210 53763.500 -5.523 0
sn2003fd 0.05970 52824.210 nan 0
sn2000cf 0.03640 51689.350 16.451 0
sn2001eh 0.03710 52203.300 32.591 0
sn2007hj 0.01411 54355.340 6.349 0
sn2006cf 0.04160 53876.270 3.715 0
sn2007bm 0.00621 54259.160 34.446 0
sn1998dh 0.00870 51020.440 -9.378 0
sn2002bo 0.00430 52374.270 17.495 0
sn2004fu 0.00920 53322.160 -3.409 0
sn2001G 0.01680 51956.310 26.269 0
sn2002ck 0.02980 52397.340 0.330 1
sn2000cx 0.00810 51814.360 61.065 0
sn2003kf 0.00740 52999.380 18.444 0
sn2006X 0.00524 53819.460 33.187 0
sn2005M 0.02462 53403.340 -1.722 1
sn2005eu 0.03490 53652.380 -7.073 0
sn2004fd 0.01730 53322.330 nan 0
sn2001ep 0.01300 52199.420 -0.178 1
sn2002bo 0.00430 52406.170 49.258 0
sn2007bj 0.01660 54212.410 12.011 0
sn2002bo 0.00430 52377.190 20.402 0
sn2002de 0.02800 52429.230 -4.154 0
sn2003kf 0.00740 52994.360 13.460 0
sn1999gm 0.04240 51548.430 nan 0
sn1998es 0.01060 51140.300 -2.375 1
sn2003ic 0.05530 52901.400 -4.169 0
sn2007ba 0.03851 54199.430 3.110 0
sn2006S 0.03210 53790.390 20.531 0
sn2007le 0.00672 54407.170 8.413 0
sn1997br 0.00710 50551.320 -7.924 0
sn2003du 0.00640 52825.280 58.804 0
sn1999gm 0.04240 51541.390 nan 0
sn1998ec 0.01990 51086.500 -2.941 1
sn2002bs 0.00990 52368.390 nan 0
sn1998de 0.01670 51021.450 -5.164 0
sn2006hb 0.01534 54008.500 8.766 0
sn1999aa 0.01440 51246.250 13.653 0
sn1999ef 0.03930 51464.290 6.726 0
sn2004at 0.02230 53088.320 -3.600 0
sn2002jy 0.01960 52642.120 7.964 0
sn2006cf 0.04160 53874.250 1.776 0
sn1997do 0.01010 50758.510 -7.514 0
sn2007cq 0.02620 54276.450 -4.044 0
sn2003it 0.02510 52944.210 9.472 0
sn2003du 0.00640 52827.260 60.771 0
sn2001V 0.01510 52079.230 104.847 0
sn2003it 0.02510 52940.340 5.697 0
sn2001ay 0.03020 52026.360 4.232 0
sn2006ac 0.02270 53794.360 12.966 0
sn1996ai 0.00290 50254.170 -0.927 1
sn1998es 0.01060 51216.130 72.660 0
sn2002bs 0.00990 52367.340 nan 0
sn1999ac 0.00950 51277.450 26.696 0
sn2006nz 0.04410 54056.180 -1.647 1
sn2002jg 0.01570 52606.090 -3.456 0
snf20080623-001 0.04300 54677.240 26.117 0
sn2001C 0.01090 51984.140 nan 0
sn2001ep 0.01300 52257.320 56.979 0
sn2003cg 0.00410 52737.170 7.738 0
sn2006ac 0.02270 53790.370 9.064 0
sn2004L 0.03230 53053.330 23.666 0
sn2003fa 0.04040 52823.380 16.513 0
sn2001V 0.01510 51966.300 -6.403 0
snf20080522-011 0.03790 54618.300 1.542 1
sn2007fb 0.01800 54299.480 12.554 0
sn1996ca 0.01630 50434.100 nan 0
sn2007cc 0.02910 54229.280 nan 0
sn2004as 0.03100 53091.350 5.771 0
sn2006oq 0.02110 54060.530 nan 0
sn2007fs 0.01730 54345.290 48.157 0
sn2000ce 0.01630 51689.150 21.500 0
sn1999gh 0.00770 51549.450 36.171 0
sn2004at 0.02230 53084.420 -7.415 0
sn2002do 0.01590 52465.330 22.571 0
sn2000fd 0.01610 51904.150 nan 0
sn2005hk 0.01300 53683.220 -1.362 1
sn2005lu 0.03201 53729.170 18.572 0
sn2005eu 0.03490 53654.370 -5.150 0
sn2006X 0.00524 53790.360 4.238 0
sn2002ar 0.03020 52316.520 nan 0
sn1999gp 0.02670 51557.160 6.876 0
sn2007le 0.00672 54390.250 -8.393 0
sn1999dq 0.01410 51465.320 28.912 0
sn1997bq 0.00930 50605.180 46.844 0
sn1999cf 0.02450 51336.170 nan 0
sn2004av 0.02370 53083.310 nan 0
sn2005M 0.02462 53410.330 5.117 0
sn2003ae 0.03280 52680.340 nan 0
sn1995bd 0.01460 50107.230 20.432 0
sn1999gh 0.00770 51524.500 11.412 0
sn2000dk 0.01750 51813.370 0.757 1
sn2006lf 0.01320 54056.420 11.271 0
sn2007bm 0.00621 54231.160 6.619 0
sn2001ib 0.01900 52253.090 nan 0
sn2002bo 0.00430 52350.350 -6.323 0
sn1995E 0.01200 49807.220 31.640 0
sn1998bu 0.00290 50990.170 37.362 0
sn2003W 0.02010 52708.280 28.017 0
sn2005ke 0.00488 53712.260 13.400 0
sn1999dq 0.01410 51469.490 33.024 0
sn2007ap 0.01580 54178.460 11.380 0
sn1998aq 0.00390 50937.260 6.036 0
sn1996X 0.00680 50188.320 -2.761 1
sn2005na 0.02632 53761.390 19.965 0
sn2002br 0.03420 52348.270 nan 0
sn2002cr 0.00940 52428.160 19.378 0
sn1998V 0.01740 50893.510 2.270 1
sn2007af 0.00546 54241.260 66.799 0
sn1998ef 0.01770 51115.310 1.385 1
sn2008bf 0.02403 54565.330 10.472 0
sn2004as 0.03100 53093.230 7.595 0
sn2003kd 0.03000 52972.260 nan 0
sn2007hj 0.01411 54357.220 8.203 0
sn2005A 0.01914 53381.040 1.511 1
sn2007fs 0.01730 54358.230 60.877 0
sn1994ae 0.00430 49724.370 38.704 0
sn2007sw 0.02520 54476.540 nan 0
sn2003cg 0.00410 52740.230 10.786 0
sn1997dt 0.00730 50788.110 2.194 1
sn2002fk 0.00750 52645.160 96.536 0
sn2007bj 0.01660 54243.330 42.426 0
sn2006cp 0.02230 53903.210 6.368 0
sn2001ep 0.01300 52206.430 6.742 0
sn2001fe 0.01340 52250.490 21.008 0
sn2005hk 0.01300 53708.150 23.248 0
sn2003du 0.00640 52782.220 16.017 0
sn1995bd 0.01460 50076.270 -10.083 0
sn2001cp 0.02240 52115.260 26.272 0
sn2004L 0.03230 53061.270 31.357 0
sn1999cc 0.03140 51314.340 -1.222 1
sn2006gj 0.02835 54002.460 3.268 0
sn2004ef 0.03099 53259.340 -4.229 0
sn1998V 0.01740 50935.490 43.533 0
sn2001ie 0.03070 52268.550 nan 0
sn1995ac 0.04990 50018.230 23.936 0
sn1999ac 0.00950 51249.530 -0.961 1
sn1998aq 0.00390 50932.260 1.056 1
sn2007fb 0.01800 54300.480 13.536 0
sn2006le 0.01740 54086.290 38.225 0
sn2005cf 0.00650 53537.190 3.467 0
sn2004as 0.03100 53080.350 -4.898 0
sn2003W 0.02010 52680.350 0.637 1
sn2008A 0.01620 54499.100 20.665 0
sn2002cr 0.00940 52400.250 -8.272 0
snf20080522-011 0.03790 54677.180 58.272 0
sn2008A 0.01620 54474.130 -3.907 0
sn1997br 0.00710 50608.180 48.535 0
sn2006lf 0.01320 54050.360 5.290 0
sn2002dl 0.01630 52462.430 10.263 0
sn1996C 0.02700 50136.440 7.731 0
sn2008Z 0.02100 54509.330 -5.260 0
sn2006H 0.01400 53768.110 15.296 0
sn2002cr 0.00940 52413.180 4.537 0
sn2001eh 0.03710 52169.390 -0.106 1
snf20080522-011 0.03790 54627.240 10.155 0
sn2001V 0.01510 51985.450 12.462 0
sn1997br 0.00710 50567.280 7.924 0
sn2005hk 0.01300 53680.220 -4.324 0
sn1998dh 0.00870 51075.320 45.028 0
sn1997bp 0.00830 50550.310 1.795 1
sn2007if 0.07420 54354.290 5.483 0
sn2006X 0.00524 53791.360 5.233 0
sn1998co 0.01820 50988.450 0.933 1
sn2002jy 0.01960 52635.110 1.089 1
sn1999dq 0.01410 51429.480 -6.429 0
sn2002bo 0.00430 52353.260 -3.425 0
sn1999ac 0.00950 51281.470 30.679 0
sn2000cp 0.03420 51719.340 -0.541 1
sn1998V 0.01740 50891.510 0.305 1
sn2000dk 0.01750 51807.390 -5.120 0
sn1998bu 0.00290 50987.170 34.370 0
sn2001V 0.01510 52053.300 79.303 0
sn2008A 0.01620 54478.130 0.030 1
sn2007ax 0.00686 54206.170 18.936 0
sn2006sr 0.02440 54095.130 2.958 1
sn1997dt 0.00730 50776.090 -9.739 0
sn2001fh 0.01230 52222.100 -1.679 1
sn2004dt 0.01973 53284.370 43.722 0
sn2000dp 0.03450 51821.400 nan 0
sn2000cp 0.03420 51717.280 -2.533 1
sn2006cp 0.02230 53904.210 7.346 0
sn2005ke 0.00488 53725.230 26.312 0
sn2001V 0.01510 51962.440 -10.206 0
sn2007ci 0.01800 54240.200 -6.090 0
sn1999dq 0.01410 51453.470 17.227 0
sn2001da 0.01720 52106.460 -0.039 1
sn2006hb 0.01534 54030.390 30.326 0
sn1998es 0.01060 51134.200 -8.411 0
sn2004fu 0.00920 53320.170 -5.380 0
sn2001ep 0.01300 52231.470 31.461 0
sn2005cf 0.00650 53559.190 25.325 0
sn1997dt 0.00730 50781.110 -4.755 0
sn2006X 0.00524 53792.320 6.188 0
sn2006ax 0.01674 53817.310 -9.334 0
sn2002bo 0.00430 52355.170 -1.523 1
sn2007su 0.02790 54466.090 nan 0
sn2002hd 0.03500 52591.510 15.855 0
sn2003fa 0.04040 52797.340 -8.516 0
sn2005ke 0.00488 53710.250 11.399 0
sn2001bf 0.01560 52046.480 0.768 1
sn1999ac 0.00950 51262.500 11.887 0
sn2004ca 0.01780 53168.410 nan 0
sn2002fk 0.00750 52590.360 42.144 0
sn2008Z 0.02100 54557.170 41.596 0
sn2008ar 0.02615 54529.400 -4.580 0
sn2008af 0.03350 54507.480 5.883 0
sn1998bp 0.01050 50966.350 29.639 0
sn2007af 0.00546 54244.300 69.823 0
sn2006S 0.03210 53764.510 -4.544 0
sn2006lf 0.01320 54055.390 10.255 0
sn2005ao 0.03840 53444.510 nan 0
sn2001V 0.01510 51994.240 21.121 0
snf20080522-000 0.04500 54620.190 -1.254 1
sn2002cd 0.01040 52375.480 -7.641 0
sn2005cf 0.00650 53521.220 -12.399 0
sn2006hb 0.01534 54007.510 7.791 0
sn2005am 0.00790 53432.300 -2.975 1
sn1998bn 0.00610 50933.270 nan 0
sn1998aq 0.00390 50990.180 58.751 0
sn2001G 0.01680 51961.280 31.157 0
sn2007bc 0.02077 54231.180 30.643 0
sn2003W 0.02010 52674.270 -5.323 0
sn2003fa 0.04040 52824.240 17.339 0
sn2007bm 0.00621 54240.170 15.573 0
sn1998aq 0.00390 50966.230 34.894 0
sn1999gh 0.00770 51553.420 40.111 0
sn2000ce 0.01630 51674.150 6.740 0
sn1994D 0.00290 49421.360 -11.108 0
sn2005ej 0.03790 53640.220 nan 0
sn2001N 0.02100 51933.390 2.537 1
sn1996C 0.02700 50130.480 1.928 0
sn2001ep 0.01300 52203.430 3.781 0
sn1994D 0.00290 49491.180 58.510 0
sn1999X 0.02510 51224.290 20.769 0
sn1997bq 0.00930 50569.170 11.166 0
sn2007hj 0.01411 54351.300 2.366 1
sn2003ep 0.01580 52794.450 nan 0
sn2007co 0.02700 54272.330 7.527 0
sn2000dm 0.01490 51812.110 -2.848 1
sn2006ac 0.02270 53799.480 17.972 0
sn1997do 0.01010 50781.550 15.296 0
sn2006cp 0.02230 53906.190 9.283 0
sn1996Z 0.00740 50227.180 10.105 0
sn2005cc 0.00750 53533.380 14.670 0
sn2003ae 0.03280 52677.380 nan 0
sn2003kf 0.00740 52973.400 -7.346 0
sn2001gb 0.02570 52235.500 nan 0
sn2006X 0.00524 53798.510 12.346 0
sn2001cp 0.02240 52087.260 -1.115 1
sn1998aq 0.00390 50921.290 -9.872 0
sn2007kk 0.04100 54392.390 9.789 0
sn1999aa 0.01440 51225.240 -7.058 0
sn2006N 0.01430 53765.220 4.555 0
sn2001ep 0.01300 52202.440 2.804 1
sn2001bf 0.01560 52053.440 7.621 0
sn2003ge 0.03350 52824.180 nan 0
sn2003ch 0.02500 52726.140 0.820 1
sn2007hu 0.03550 54354.140 nan 0
sn2005M 0.02462 53415.290 9.971 0
sn2007kk 0.04100 54386.460 4.092 0
sn2006le 0.01740 54040.430 -6.851 0
sn2001ie 0.03070 52266.550 nan 0
sn2004gs 0.02665 53352.440 -3.273 0
sn2003kd 0.03000 52977.320 nan 0
sn2007ax 0.00686 54197.160 9.989 0
sn2001cp 0.02240 52084.400 -3.912 0
sn2006bk 0.04950 53846.300 nan 0
sn2001G 0.01680 51995.170 64.487 0
sn2001eh 0.03710 52173.350 3.712 0
sn2006bt 0.03220 53862.300 4.747 0
sn2006X 0.00524 53796.470 10.316 0
sn2007ci 0.01800 54265.180 18.448 0
sn2001G 0.01680 51983.190 52.705 0
sn1996Z 0.00740 50225.170 8.110 0
sn2003cg 0.00410 52738.230 8.794 0
sn2004bg 0.02080 53120.250 10.531 0
sn2006H 0.01400 53764.130 11.371 0
sn2002de 0.02800 52428.330 -5.029 0
sn2002jy 0.01960 52652.100 17.752 0
sn2006cp 0.02230 53886.250 -10.222 0
sn1999aa 0.01440 51283.160 50.039 0
sn2003kf 0.00740 53023.260 42.148 0
snf20080522-000 0.04500 54629.220 7.388 0
sn2007af 0.00546 54205.330 31.062 0
sn2000cf 0.03640 51676.360 3.917 0
sn2007fb 0.01800 54347.380 59.607 0
sn1998bu 0.00290 50981.140 28.358 0
sn2005cf 0.00650 53530.270 -3.408 0
sn2004bd 0.00890 53117.360 23.154 0
sn2002cd 0.01040 52377.480 -5.661 0
sn1998bp 0.01050 50964.400 27.709 0
sn2006gt 0.04477 54004.380 2.374 1
sn2007sr 0.00548 54463.530 14.350 0
sn2003ch 0.02500 52727.110 1.766 1
sn1998eg 0.02490 51134.180 22.714 0
sn2005cf 0.00650 53529.250 -4.421 0
sn2002dj 0.00930 52443.170 -7.362 0
sn2004fu 0.00920 53329.110 3.478 0
sn1998co 0.01820 51012.470 24.524 0
sn2006ou 0.01350 54065.520 nan 0
sn2005ao 0.03840 53442.510 nan 0
sn2007fs 0.01730 54348.280 51.096 0
sn2002bo 0.00430 52376.240 19.456 0
sn2007af 0.00546 54168.470 -5.600 0
sn2003iv 0.03430 52935.350 1.402 1
sn1998aq 0.00390 51012.180 80.665 0
sn2007ax 0.00686 54185.210 -1.877 1
sn1995D 0.00670 49785.290 16.480 0
sn1994D 0.00290 49428.350 -4.138 0
sn1998ec 0.01990 51109.480 19.590 0
sn2003kd 0.03000 52973.270 nan 0
sn2006N 0.01430 53769.210 8.489 0
sn2005el 0.01491 53676.400 29.562 0
sn2002dp 0.01170 52460.430 10.013 0
sn2003cg 0.00410 52731.330 1.922 1
sn1998bp 0.01050 50937.390 0.980 1
sn2005ke 0.00488 53699.300 0.498 1
sn1996X 0.00680 50199.280 8.125 0
sn2008A 0.01620 54471.110 -6.879 0
sn1998bp 0.01050 50934.470 -1.910 1
sn1999by 0.00220 51338.170 28.906 0
sn2003af 0.02000 52679.390 nan 0
sn1998ab 0.02700 50934.270 19.348 0
sn1997br 0.00710 50631.170 71.363 0
sn2001ie 0.03070 52255.490 nan 0
sn2002ck 0.02980 52409.290 11.934 0
sn2006gr 0.03460 54008.300 -3.963 0
sn1997bp 0.00830 50547.290 -1.200 1
sn2000cx 0.00810 51820.350 67.007 0
sn2002de 0.02800 52427.240 -6.089 0
sn2002fk 0.00750 52550.450 2.531 1
sn2007B 0.02110 54109.100 nan 0
sn2006le 0.01740 54061.380 13.741 0
sn1996by 0.01370 50456.330 nan 0
sn2005am 0.00790 53471.140 35.541 0
sn2007ca 0.01407 54236.260 9.427 0
sn2008A 0.01620 54470.080 -7.892 0
sn2003du 0.00640 52815.220 48.808 0
sn2007sr 0.00548 54566.300 116.547 0
sn1994M 0.02320 49487.270 12.480 0
sn2002bo 0.00430 52384.170 27.352 0
sn1999gh 0.00770 51520.520 7.463 0
sn2008A 0.01620 54479.120 1.004 1
sn2007bm 0.00621 54270.180 45.399 0
sn2000dl 0.06110 51808.410 nan 0
sn2002dp 0.01170 52463.440 12.988 0
sn2004bg 0.02080 53106.390 -3.047 0
sn1999dq 0.01410 51430.440 -5.483 0
sn2000dn 0.03210 51816.290 -7.664 0
sn2008ae 0.03010 54508.350 0.922 1
sn2001V 0.01510 52025.330 51.749 0
sn2007hj 0.01411 54347.360 -1.518 1
sn1996X 0.00680 50187.320 -3.754 0
sn2001cp 0.02240 52105.250 16.481 0
sn2002ck 0.02980 52399.370 2.301 1
sn2007co 0.02700 54273.380 8.549 0
sn2000cv 0.02040 51751.170 nan 0
sn1998bn 0.00610 50931.240 nan 0
sn2001V 0.01510 51969.470 -3.280 0
sn2007af 0.00546 54185.390 11.229 0
sn2004bk 0.02300 53119.320 6.373 0
sn1999ac 0.00950 51260.510 9.916 0
sn1998bn 0.00610 50937.250 nan 0
sn2002fk 0.00750 52620.190 71.752 0
sn2001V 0.01510 51984.290 11.319 0
sn1995al 0.00510 50039.530 10.377 0
sn1998bu 0.00290 50993.160 40.343 0
sn2006X 0.00524 53800.420 14.246 0
sn1998bu 0.00290 50980.170 27.391 0
sn2001ay 0.03020 52078.300 54.650 0
