#SN, zhelio, MJD, epoch, at_max_flag
sn2002eu 0.03760 52520.442 -0.060 0
sn2001fe 0.01340 52228.444 -0.990 1
sn2002dp 0.01170 52520.384 68.880 0
sn1995D 0.00670 49801.364 32.580 0
sn1999aa 0.01440 51232.237 0.240 1
sn1989M 0.00507 47716.000 2.490 0
sn2003lq 0.02430 53021.124 nan 0
sn2003hx 0.00710 52914.547 21.890 0
sn2002hv 0.02340 52586.000 nan 0
sn2003du 0.00640 52797.396 31.500 0
sn2006ef 0.01788 53997.421 28.710 0
sn1993Z 0.00452 49371.406 144.250 0
sn2005el 0.01491 53639.496 -6.700 0
sn2003ek 0.03600 52798.421 nan 0
sn2006dm 0.02202 53920.421 -7.900 0
sn2001N 0.02100 51941.000 13.050 0
sn2002ck 0.02980 52401.453 3.640 0
sn2005cf 0.00650 53552.214 18.690 0
sn2001cj 0.02420 52089.296 23.140 0
sn2006az 0.03110 53853.289 26.300 0
sn2007B 0.02110 54121.219 nan 0
sn2006hb 0.01534 54038.489 39.380 0
sn2008A 0.01620 54508.000 nan 0
sn2005dh 0.01459 53608.267 nan 0
sn2007au 0.02000 54200.192 16.110 0
sn2007if 0.07420 54416.204 63.120 0
sn2006ce 0.00503 53965.499 nan 0
sn2004da 0.01600 53197.438 nan 0
sn2002gb 0.07400 52555.000 nan 0
sn2006dh 0.06022 53912.339 nan 0
sn2006or 0.02070 54062.654 -2.790 0
sn2006S 0.03210 53772.517 2.990 1
sn2003bh 0.08900 52697.000 nan 0
sn2007bm 0.00621 54265.216 40.840 0
sn2007le 0.00672 54389.233 -9.400 0
sn2004bk 0.02300 53119.371 6.130 0
sn1999ac 0.00950 51292.490 41.730 0
sn2002ha 0.01440 52645.000 63.110 0
sn2003he 0.02550 52885.358 8.540 0
sn2008ei 0.03764 54673.314 3.290 0
sn2006le 0.01740 54038.456 -8.690 0
sn2006ev 0.02873 54003.175 16.360 0
sn2005eu 0.03490 53650.622 -9.060 0
sn2005ew 0.00300 53654.536 18.230 0
sn2004bv 0.01061 53296.222 135.190 0
sn2007bd 0.03102 54216.226 9.700 0
sn2003gs 0.00477 52879.410 30.460 0
sn2006le 0.01740 54089.196 41.180 0
sn2006en 0.03194 53980.319 8.550 0
sn2006cj 0.06750 53883.349 3.430 0
sn2005ao 0.03840 53442.539 0.520 0
sn1994D 0.00290 49519.294 86.830 0
sn2005ke 0.00488 53713.363 14.790 0
sn1991T 0.00579 48457.000 82.360 0
sn2008Q 0.00810 54512.113 6.460 0
sn2004bv 0.01061 53323.000 161.680 0
sn2007fs 0.01730 54389.225 91.350 0
sn1994ae 0.00430 49772.472 87.370 0
sn2000cu 0.01960 51753.337 9.650 0
sn2008s4 0.04056 54717.422 nan 0
sn1989B 0.00243 47643.000 78.370 0
sn2007cs 0.01756 54301.343 24.810 0
sn1998bu 0.00290 51011.200 58.490 0
sn2003ij 0.01838 52914.457 nan 0
sn2008ds 0.02103 54709.468 nan 0
sn2006ax 0.01674 53860.191 33.010 0
sn2002hw 0.01750 52589.000 -6.270 0
sn2000fa 0.02130 51883.566 -8.250 0
sn2005cf 0.00650 53522.385 -10.940 0
sn2005W 0.00889 53440.215 28.360 0
sn1999aa 0.01440 51292.185 59.340 0
sn2007co 0.02700 54288.316 23.090 0
sn2005ao 0.03840 53440.661 -1.290 0
sn2007F 0.02360 54126.534 3.230 0
sn2001V 0.01510 51998.282 24.640 0
sn2002el 0.02873 52520.263 11.820 0
sn2004cb 0.01377 53169.197 nan 0
sn2003gq 0.02140 52910.302 60.990 0
sn2006dw 0.02704 53949.252 nan 0
sn2002er 0.00910 52548.145 23.110 0
sn2002de 0.02800 52433.374 -0.320 1
sn2008ec 0.01632 54686.313 12.510 0
sn1998dw 0.04932 51077.340 nan 0
sn1997br 0.00710 50605.214 45.600 0
sn2000fo 0.02380 51932.146 nan 0
sn2007fs 0.01730 54301.415 5.030 0
sn2007cg 0.03320 54244.234 16.170 0
sn1999aa 0.01440 51246.230 14.040 0
sn2002cs 0.01580 52555.000 143.490 0
sn2006sr 0.02440 54094.242 2.690 1
sn1998dh 0.00870 51048.521 18.770 0
sn2001fh 0.01230 52229.254 5.930 0
sn2007gk 0.02663 54348.172 19.650 0
sn1998dm 0.00650 51101.335 39.010 0
sn2004fd 0.01730 53323.000 nan 0
sn2003af 0.02000 52698.000 nan 0
sn2008Z 0.02100 54512.463 -2.290 1
sn2004gw 0.01702 53413.420 nan 0
sn1993C 0.01274 49016.347 nan 0
sn2006ej 0.02045 53971.430 -3.700 0
sn2004ef 0.03099 53258.310 -5.520 0
sn2008hj 0.03789 54793.283 nan 0
sn2007co 0.02700 54301.239 35.680 0
sn1998cl 0.03045 50982.387 nan 0
sn2004fz 0.01730 53356.262 22.280 0
sn2008s5 0.03100 54731.302 1.260 0
sn2008ds 0.02103 54739.294 nan 0
sn1998aq 0.00390 51011.241 80.150 0
sn2006mo 0.03720 54059.174 12.460 0
sn2007co 0.02700 54319.277 53.240 0
sn2006es 0.04104 53980.482 nan 0
sn2007ba 0.03851 54200.475 2.140 1
sn2006do 0.02843 53949.461 nan 0
sn2006dm 0.02202 53965.357 36.060 0
sn1999da 0.01220 51377.352 6.760 0
sn2007hj 0.01411 54388.315 38.270 0
sn2002eu 0.03760 52586.000 63.120 0
sn2005be 0.03502 53471.440 10.960 0
sn1995D 0.00670 49772.433 3.840 0
sn2001eh 0.03710 52172.478 3.260 0
sn2007if 0.07420 54447.245 92.020 0
sn2006gj 0.02835 54003.482 4.700 0
sn1999dk 0.01496 51459.264 44.530 0
sn2005na 0.02632 53741.361 1.030 1
sn2007ci 0.01800 54260.244 13.990 0
sn1998es 0.01060 51232.132 89.220 0
sn2008hs 0.01737 54805.326 -7.940 0
sn2007ap 0.01580 54200.502 32.850 0
sn2006da 0.04120 53912.416 nan 0
sn2004gc 0.03070 53356.387 31.330 0
sn2008hy 0.00846 54831.326 nan 0
sn1997bp 0.00830 50554.451 5.490 0
sn2006dv 0.03300 53943.357 nan 0
sn2000cx 0.00810 51793.424 40.600 0
sn1999da 0.01220 51368.365 -2.120 1
sn2001iq 0.01860 52266.200 nan 0
sn2005ej 0.03790 53654.152 nan 0
sn2000dp 0.03450 51823.460 nan 0
sn1998es 0.01060 51221.135 78.340 0
sn2000dk 0.01750 51841.361 28.410 0
sn1999ee 0.01141 51487.152 17.650 0
sn2008s1 0.02210 54612.000 0.490 0
sn2001ex 0.02640 52202.429 -1.820 1
sn2007F 0.02360 54149.420 25.590 0
sn2003hs 0.05422 52885.316 -5.490 0
sn2004bw 0.02120 53169.333 6.590 0
sn2004bv 0.01061 53225.305 65.020 0
sn2007fb 0.01800 54326.493 39.280 0
sn2004fz 0.01730 53328.331 -5.180 0
sn1999da 0.01220 51407.275 36.300 0
sn2008hk 0.03010 54793.578 nan 0
sn2006bt 0.03220 53853.425 -4.530 0
sn1994Q 0.02950 49547.370 49.420 0
sn2006gt 0.04477 54003.348 3.080 0
sn2001dn 0.01886 52164.377 nan 0
sn2003Y 0.01690 52698.000 21.630 0
sn2007af 0.00546 54265.314 91.020 0
sn2007rx 0.03000 54445.156 nan 0
sn2007co 0.02700 54326.276 60.060 0
sn2003kd 0.03000 52972.510 nan 0
sn2007A 0.01765 54113.208 2.370 1
sn2005eq 0.02898 53706.343 51.160 0
sn2006kf 0.02130 54059.241 17.370 0
sn2000cx 0.00810 51757.000 4.460 0
sn1994D 0.00290 49462.000 29.630 0
sn2004gl 0.03930 53351.543 nan 0
sn2004fd 0.01730 53356.291 nan 0
sn2007cs 0.01756 54326.384 49.420 0
sn2006N 0.01430 53759.285 -0.900 1
sn2007gk 0.02663 54326.237 -1.720 0
sn2006cf 0.04160 53891.221 18.690 0
sn2000cn 0.02350 51722.401 14.250 0
sn2006ot 0.05294 54062.362 nan 0
sn2008gy 0.02900 54793.467 nan 0
sn2008ec 0.01632 54704.271 30.180 0
sn1998es 0.01060 51188.221 45.770 0
sn2007on 0.00649 54416.468 -3.010 0
sn2002ha 0.01440 52580.140 -0.850 1
sn2005bc 0.01210 53477.365 7.370 0
sn2005eu 0.03490 53706.475 44.910 0
sn2006em 0.01920 53980.440 4.160 0
sn1998aq 0.00390 51017.234 86.130 0
sn2002av 0.04900 52316.220 nan 0
sn2006N 0.01430 53758.286 -1.890 1
sn2005ms 0.02520 53741.400 -1.880 0
sn1998dk 0.01330 51101.256 43.830 0
sn1992G 0.00529 48782.235 110.840 0
sn2000dx 0.03038 51849.255 -9.260 0
sn2006qo 0.03045 54070.436 -11.080 0
sn2000cx 0.00810 51783.431 30.690 0
sn2008s1 0.02210 54608.000 -3.420 0
sn1997br 0.00710 50554.430 -4.840 0
sn1994D 0.00290 49423.000 -9.320 0
sn2007fs 0.01730 54319.357 22.670 0
sn1992G 0.00529 48694.347 23.410 0
sn2007ci 0.01800 54239.316 -6.570 0
sn2008ds 0.02103 54731.372 nan 0
sn2002er 0.00910 52520.218 -4.580 0
sn1998es 0.01060 51200.000 57.420 0
sn2001ic 0.04420 52266.205 21.640 0
sn1993Z 0.00452 49359.478 132.380 0
sn2002cr 0.00940 52401.354 -6.780 0
sn1998dm 0.00650 51056.423 -5.610 0
sn1999dk 0.01496 51438.377 23.950 0
sn1997do 0.01010 50841.311 74.350 0
sn2000cw 0.03010 51753.356 4.810 0
sn2004eo 0.01570 53291.300 13.190 0
sn2006bt 0.03220 53891.366 32.230 0
sn1994D 0.00290 49420.000 -12.310 0
sn2002cd 0.01040 52401.474 17.890 0
sn1999cl 0.00780 51368.213 25.760 0
sn2006da 0.04120 53920.393 nan 0
sn2008ee 0.01338 54673.416 nan 0
sn2004eo 0.01570 53272.242 -5.570 0
sn2003fd 0.05970 52819.290 nan 0
sn2007le 0.00672 54415.198 16.390 0
sn2003bf 0.03358 52697.000 nan 0
sn2008ec 0.01632 54673.359 -0.240 0
sn2001fu 0.00570 52229.510 nan 0
sn2008cd 0.00741 54587.000 nan 0
sn2004fz 0.01730 53351.463 17.560 0
sn1994D 0.00290 49424.644 -7.670 0
sn1991bg 0.00354 48622.000 19.070 0
sn1998cs 0.03260 51017.367 nan 0
sn2003kg 0.02620 52972.226 nan 0
sn2003U 0.02810 52674.552 -2.550 1
sn2005ke 0.00488 53708.382 9.830 0
sn2006da 0.04120 53949.353 nan 0
sn2001dm 0.01455 52144.468 nan 0
sn1998dh 0.00870 51101.218 71.000 0
sn2002eu 0.03760 52530.231 9.380 0
sn2008s1 0.02210 54607.000 -4.400 0
sn2002fk 0.00750 52555.000 7.740 0
sn2001az 0.04070 52029.000 -3.240 0
sn2006X 0.00524 53853.324 67.720 0
sn2002ci 0.02220 52384.456 nan 0
sn2002dj 0.00930 52442.198 -7.980 0
sn2003X 0.02341 52674.510 nan 0
sn2006mp 0.02700 54059.101 5.660 0
sn2006D 0.00853 53759.435 3.700 0
sn2007ge 0.04484 54319.492 12.530 0
sn1998de 0.01670 51056.492 29.490 0
sn2006dy 0.00768 53971.172 nan 0
sn2006bt 0.03220 53852.629 -5.300 0
sn2002cs 0.01580 52433.389 23.760 0
sn2000dr 0.01880 51841.306 6.780 0
sn2008s1 0.02210 54605.000 -6.360 0
sn2003cq 0.03330 52737.446 -0.150 1
sn2002de 0.02800 52442.304 8.370 0
sn2001ay 0.03020 52045.411 22.720 0
sn2002ha 0.01440 52589.000 7.890 0
sn2006ax 0.01674 53853.224 26.160 0
sn2004ef 0.03099 53296.196 31.230 0
sn2007sa 0.00508 54447.675 nan 0
sn2001eh 0.03710 52202.367 32.080 0
sn2004bg 0.02080 53119.256 10.340 0
sn2002cr 0.00940 52433.331 24.890 0
sn2002di 0.03640 52442.326 nan 0
sn2007B 0.02110 54126.116 nan 0
sn2008bf 0.02403 54583.000 27.930 0
sn2002eh 0.01797 52495.405 6.880 0
sn2006lf 0.01320 54038.420 -6.300 0
sn1992G 0.00529 48723.216 52.130 0
sn1998dm 0.00650 51049.506 -12.480 0
sn2005hk 0.01300 53679.332 -5.200 0
sn2001dd 0.01944 52106.435 nan 0
sn2002fk 0.00750 52589.000 41.500 0
sn2000cx 0.00810 51758.000 5.460 0
sn2008fr 0.03900 54746.368 nan 0
sn2003hv 0.00560 52910.573 21.850 0
sn2006et 0.02217 54038.278 43.340 0
sn2008dt 0.03539 54654.395 9.270 0
sn1993Z 0.00452 49308.554 81.680 0
sn2002aw 0.02650 52326.558 2.100 1
sn2005ki 0.01921 53706.649 1.620 1
sn2006do 0.02843 53965.396 nan 0
sn2001C 0.01090 51941.000 nan 0
sn2006kf 0.02130 54032.352 -8.960 0
sn2004as 0.03100 53080.608 -4.360 0
sn2007gi 0.00482 54319.179 -7.310 0
sn2007fs 0.01730 54333.299 36.370 0
sn2006bw 0.03000 53860.353 8.900 0
sn2000dd 0.04245 51783.256 nan 0
sn2005as 0.01343 53440.311 nan 0
sn2006E 0.00260 53816.478 nan 0
sn2008ds 0.02103 54704.503 nan 0
sn2008bz 0.06028 54582.000 nan 0
sn1998dx 0.05420 51077.225 5.130 0
sn2007ci 0.01800 54244.264 -1.710 1
sn2002gc 0.02131 52586.000 nan 0
sn1994D 0.00290 49421.000 -11.310 0
sn1998dm 0.00650 51076.380 14.220 0
sn2007gi 0.00482 54333.163 6.610 0
sn2002hd 0.03500 52580.539 6.480 0
sn2004S 0.00937 53048.341 8.260 0
sn2001dl 0.02069 52144.427 13.840 0
sn2007gi 0.00482 54480.551 153.290 0
sn1992G 0.00529 48765.249 93.940 0
sn2001en 0.01640 52202.453 10.090 0
sn2008s1 0.02210 54617.000 5.380 0
sn1999cp 0.00940 51368.200 4.910 0
sn2002dp 0.01170 52495.390 44.180 0
sn1998ef 0.01770 51105.128 -8.620 0
sn2006D 0.00853 53772.539 16.700 0
sn2005de 0.01518 53624.236 25.750 0
sn2006N 0.01430 53772.285 11.910 0
sn2005M 0.02462 53440.279 35.500 0
sn2007hj 0.01411 54362.206 12.530 0
sn2004dt 0.01973 53233.413 -6.460 0
sn2004fu 0.00920 53351.183 25.280 0
sn2002jy 0.01960 52646.000 11.860 0
sn2006or 0.02070 54070.530 4.930 0
sn2007bj 0.01660 54230.471 28.000 0
sn2007S 0.01388 54206.352 61.380 0
sn2002cs 0.01580 52442.371 32.610 0
sn2000cp 0.03420 51722.322 2.920 1
sn2005el 0.01491 53647.534 1.220 1
sn2004br 0.02316 53169.219 20.050 0
sn1993C 0.01274 49047.279 nan 0
sn2008C 0.01662 54480.444 15.680 0
sn2008dr 0.04145 54705.363 nan 0
sn1995T 0.05642 49930.453 nan 0
sn2007bm 0.00621 54239.239 15.030 0
sn2004bv 0.01061 53169.471 9.770 0
sn2007co 0.02700 54274.408 9.550 0
sn2000dp 0.03450 51841.388 nan 0
sn2007bj 0.01660 54216.493 14.250 0
sn2006dw 0.02704 53971.233 nan 0
sn1995E 0.01200 49772.314 -2.460 1
sn2001en 0.01640 52207.152 14.720 0
sn2001er 0.01622 52202.523 nan 0
sn2008r3 0.02310 54673.184 nan 0
sn2005F 0.02850 53385.373 nan 0
sn2007le 0.00672 54435.121 36.180 0
sn1999ek 0.01750 51487.563 5.660 0
sn2008ar 0.02615 54537.000 2.830 1
sn2006ke 0.01720 54032.397 2.360 0
sn1999dq 0.01410 51487.271 51.030 0
sn2006cf 0.04160 53878.291 6.280 0
sn2002dp 0.01170 52466.427 15.550 0
sn1998bp 0.01050 50982.454 45.610 0
sn2002cx 0.02400 52440.264 24.920 0
sn2003W 0.02010 52698.000 18.140 0
sn2007O 0.03621 54149.487 25.560 0
sn2003an 0.03704 52697.000 nan 0
sn2007su 0.02790 54465.132 nan 0
sn2005A 0.01914 53385.357 5.550 0
sn1998bu 0.00290 51188.378 235.130 0
sn1994D 0.00290 49427.000 -5.320 0
sn2003Y 0.01690 52674.233 -1.740 1
sn2006ev 0.02873 53997.183 10.540 0
sn2002eu 0.03760 52555.000 33.250 0
sn2008bt 0.01536 54584.236 10.970 0
sn2004fg 0.03013 53323.000 nan 0
sn2008ds 0.02103 54716.271 nan 0
sn2003gt 0.01566 52879.286 17.610 0
sn1999cw 0.01240 51377.473 23.680 0
sn2007cq 0.02620 54274.431 -5.820 0
sn2002bo 0.00430 52355.167 -1.080 1
sn2000fa 0.02130 51899.000 6.860 0
sn2006eb 0.01723 53949.431 nan 0
sn2005dv 0.01040 53624.170 -0.570 0
sn2004dt 0.01973 53323.000 81.390 0
sn2007hu 0.03550 54388.264 nan 0
sn2006dy 0.00768 53965.202 nan 0
sn2007fs 0.01730 54326.302 29.490 0
sn2002gc 0.02131 52580.206 nan 0
sn2006ej 0.02045 53997.290 21.650 0
sn1997Y 0.01590 50488.351 1.270 0
sn2008ds 0.02103 54673.377 nan 0
sn2003K 0.02180 52674.457 20.180 0
sn2007le 0.00672 54416.187 17.370 0
sn1993ai 0.03400 49359.381 nan 0
sn1997E 0.01330 50488.272 20.400 0
sn2006H 0.01400 53759.254 7.010 0
sn2005ms 0.02520 53758.318 14.620 0
sn2002cs 0.01580 52530.171 119.040 0
sn1995ac 0.04990 49986.406 -6.340 0
sn2002el 0.02873 52530.205 21.490 0
sn2005am 0.00790 53440.302 4.470 0
sn2006X 0.00524 53860.244 74.600 0
sn2008ei 0.03764 54679.372 9.130 0
sn2002fk 0.00750 52620.182 72.470 0
sn2007af 0.00546 54296.213 121.750 0
sn2002cr 0.00940 52442.209 33.690 0
sn2003W 0.02010 52737.199 56.560 0
sn1994S 0.01510 49519.338 1.110 1
sn2001dw 0.02544 52164.446 11.060 0
sn2000ey 0.02050 51899.000 29.300 0
sn2008ey 0.01796 54704.393 nan 0
sn2007cq 0.02620 54288.439 7.840 0
sn2004dt 0.01973 53351.391 109.240 0
sn2000dg 0.03850 51793.438 4.660 0
sn2006et 0.02217 53997.345 3.290 0
sn2007V 0.03035 54145.577 nan 0
sn1993ae 0.01900 49308.384 18.990 0
sn2008A 0.01620 54480.278 nan 0
sn1994D 0.00290 49428.459 -3.870 0
sn1999aa 0.01440 51249.275 17.040 0
sn2001cp 0.02240 52089.422 1.390 1
sn2006ce 0.00503 54062.357 nan 0
sn2007co 0.02700 54260.398 -4.090 0
sn2001es 0.04200 52202.272 nan 0
sn2006X 0.00524 53788.413 3.150 0
sn2006dv 0.03300 53965.317 nan 0
sn2005hk 0.01300 53676.206 -8.290 0
sn2007le 0.00672 54388.325 -10.310 0
sn1994D 0.00290 49482.000 49.600 0
sn2007ux 0.03091 54480.483 20.160 0
sn2005bo 0.01390 53505.289 27.710 0
sn2007cs 0.01756 54288.463 12.150 0
sn1992G 0.00529 48745.000 73.800 0
sn2006ax 0.01674 53816.396 -10.070 0
sn2001de 0.03110 52117.446 nan 0
sn2002eb 0.02754 52520.402 26.080 0
sn1991T 0.00579 48381.000 6.800 0
sn2008bw 0.03313 54584.627 nan 0
sn2006cm 0.01630 53891.470 6.770 0
sn2007bz 0.02180 54216.419 1.650 1
sn2006gr 0.03460 54038.101 25.030 0
sn2005gj 0.06000 53706.403 46.320 0
sn1999dq 0.01410 51438.521 2.970 1
sn1998eb 0.01280 51076.423 nan 0
sn2001ed 0.01680 52172.418 nan 0
sn2004da 0.01600 53225.365 nan 0
sn2005dh 0.01459 53597.313 nan 0
sn2001ay 0.03020 52029.000 6.790 0
sn2007R 0.03075 54149.230 21.580 0
sn2003gt 0.01566 52856.248 -5.070 0
sn2007cq 0.02620 54319.330 37.950 0
sn1999gm 0.04240 51529.419 nan 0
sn2004ey 0.01579 53323.000 18.800 0
sn2002ha 0.01440 52620.090 38.550 0
sn2007ry 0.04000 54445.485 nan 0
sn1999X 0.02510 51232.278 26.600 0
sn2007fr 0.05100 54296.475 -5.830 0
sn2007sr 0.00548 54480.587 32.610 0
sn2008ds 0.02103 54654.476 nan 0
sn2006dy 0.00768 53980.159 nan 0
sn1998bu 0.00290 50982.206 29.580 0
sn2001ec 0.04540 52164.413 nan 0
sn2002jo 0.00918 52620.561 nan 0
sn2005de 0.01518 53597.340 -0.750 0
sn2003du 0.00640 52826.343 60.260 0
sn2000bk 0.02540 51661.393 14.840 0
sn2006cz 0.04180 53906.266 1.120 1
sn2003kc 0.03340 52966.508 nan 0
sn2004eo 0.01570 53323.000 44.400 0
sn2002dk 0.01850 52442.345 -1.230 0
sn2007cq 0.02620 54301.319 20.390 0
sn2000dg 0.03850 51783.309 -5.090 0
sn2006bq 0.02190 53852.636 6.970 0
sn2000Q 0.02000 51632.527 nan 0
sn1993Y 0.01998 49255.399 28.330 0
sn2006cc 0.03260 53891.406 17.670 0
sn2005lt 0.01993 53740.560 nan 0
sn2005ki 0.01921 53713.514 8.350 0
sn1991bg 0.00354 48603.000 0.140 1
sn2001iq 0.01860 52288.000 nan 0
sn1998es 0.01060 51142.252 0.280 1
sn2007kk 0.04100 54389.639 7.150 0
sn2006dw 0.02704 53943.289 nan 0
sn1999do 0.02193 51431.277 9.960 0
sn2001V 0.01510 52045.381 71.040 0
sn2006ej 0.02045 53980.398 5.090 0
sn2002bo 0.00430 52344.260 -11.940 0
sn2003ah 0.03387 52697.000 nan 0
sn1999dg 0.02206 51407.209 15.080 0
sn2004gw 0.01702 53385.368 nan 0
sn2005na 0.02632 53740.335 0.030 1
sn2003W 0.02010 52674.339 -5.060 0
sn1991T 0.00579 48365.000 -9.110 0
sn1998cm 0.08000 50982.346 nan 0
sn2007fb 0.01800 54389.231 100.910 0
sn1994D 0.00290 49476.000 43.610 0
sn2000cu 0.01960 51783.227 38.960 0
sn2000cx 0.00810 51753.396 0.890 1
sn2001ep 0.01300 52202.470 2.830 1
sn2004bd 0.00890 53105.156 10.760 0
sn2003M 0.02420 52698.000 nan 0
sn2003D 0.02300 52697.000 59.880 0
sn2008s5 0.03100 54746.245 15.760 0
sn2006ac 0.02270 53816.506 35.390 0
sn2008dr 0.04145 54654.457 nan 0
sn1997do 0.01010 50760.480 -5.670 0
sn2005cf 0.00650 53561.221 27.640 0
sn1992G 0.00529 48783.256 111.850 0
sn2007ir 0.03530 54362.461 nan 0
sn2008er 0.01665 54686.474 nan 0
sn1994D 0.00290 49460.402 28.030 0
sn2005am 0.00790 53471.154 35.080 0
sn1993Z 0.00452 49255.548 28.920 0
sn2007qe 0.02390 54435.176 6.230 0
sn2002cu 0.02280 52433.406 16.620 0
sn1998V 0.01740 50898.638 7.200 0
sn1989B 0.00243 47572.000 7.540 0
sn2000ey 0.02050 51932.121 61.760 0
sn2006cm 0.01630 53920.455 35.290 0
sn2004ef 0.03099 53272.302 8.050 0
sn2007qe 0.02390 54445.187 16.000 0
sn2006ej 0.02045 54003.299 27.540 0
sn2005cf 0.00650 53531.277 -2.110 1
sn2003iz 0.04820 52935.357 nan 0
sn2000cx 0.00810 51823.359 70.300 0
sn2006bz 0.02680 53860.218 -2.440 1
sn2000dk 0.01750 51813.479 1.000 1
sn2007aj 0.03000 54172.374 10.750 0
sn2007cq 0.02620 54296.374 15.570 0
sn2002fb 0.01560 52586.000 55.830 0
sn2006dm 0.02202 53937.426 8.730 0
sn1992G 0.00529 48733.225 62.090 0
sn2002cf 0.01540 52384.335 -0.750 1
sn2007ca 0.01407 54260.277 32.220 0
sn2003kh 0.02500 52972.198 nan 0
sn2001da 0.01720 52106.458 -1.120 1
sn2003kf 0.00740 53021.343 40.940 0
sn2005gj 0.06000 53708.377 48.190 0
sn2005kc 0.01512 53709.181 12.250 0
sn2003bi 0.09228 52698.000 nan 0
sn2007S 0.01388 54177.357 32.780 0
sn2000dm 0.01490 51823.206 8.180 0
sn1994D 0.00290 49446.395 14.040 0
sn2001br 0.02090 52054.256 3.480 0
sn2006en 0.03194 53997.209 24.910 0
sn2007le 0.00672 54406.182 7.430 0
sn2007le 0.00672 54422.182 23.330 0
sn2002ef 0.02360 52495.510 4.700 0
sn2001A 0.00747 51941.000 nan 0
sn1998dm 0.00650 51142.288 79.700 0
sn2007s1 0.02740 54406.133 -1.230 0
sn2006bt 0.03220 53860.444 2.270 1
sn2005am 0.00790 53477.161 41.040 0
sn2007bc 0.02077 54200.323 0.610 1
sn2007cs 0.01756 54319.396 42.550 0
sn2005er 0.02618 53650.214 1.670 0
sn2006X 0.00524 54062.638 275.940 0
sn1998dk 0.01330 51056.305 -0.540 1
sn2003ik 0.02373 52914.536 nan 0
sn2003au 0.03084 52697.000 nan 0
sn2003iv 0.03430 52940.455 6.580 0
sn2001ew 0.03100 52202.301 nan 0
sn2002bg 0.04240 52340.589 nan 0
sn2007ci 0.01800 54274.249 27.750 0
sn2005M 0.02462 53436.179 31.490 0
sn2002cs 0.01580 52496.251 85.650 0
sn1998cd 0.02499 50982.240 nan 0
sn2005be 0.03502 53477.393 16.710 0
sn2006dv 0.03300 53971.277 nan 0
sn2007is 0.02940 54388.243 nan 0
sn2001L 0.01520 51941.000 21.570 0
sn2006do 0.02843 53937.477 nan 0
sn2002eb 0.02754 52495.325 1.680 0
sn2002bz 0.03700 52372.484 4.920 0
sn2006cm 0.01630 53883.424 -1.150 1
sn2000cn 0.02350 51731.455 23.090 0
sn2006gr 0.03460 54003.202 -8.700 0
sn1996ai 0.00290 50305.191 nan 0
sn2001eh 0.03710 52163.263 -5.630 0
sn2005G 0.02310 53386.468 nan 0
sn2003V 0.04500 52697.000 nan 0
sn2000dm 0.01490 51841.169 25.880 0
sn2004ef 0.03099 53351.217 84.600 0
sn2008ec 0.01632 54679.389 5.700 0
sn2007on 0.00649 54447.349 27.680 0
sn1991bc 0.02135 48560.000 nan 0
sn2000cx 0.00810 51841.331 88.130 0
sn2007hj 0.01411 54348.250 -1.230 1
sn1993Z 0.00452 49339.478 112.470 0
sn2002db 0.03620 52433.346 9.210 0
sn2007bd 0.03102 54200.254 -5.790 0
sn1999aa 0.01440 51221.258 -10.580 0
sn1998ec 0.01990 51101.463 11.860 0
sn2002fk 0.00750 52697.000 148.740 0
sn2000dk 0.01750 51823.487 10.840 0
sn2008ds 0.02103 54646.466 nan 0
sn1994D 0.00290 49506.310 73.870 0
sn1998ef 0.01770 51200.236 84.830 0
sn1999dq 0.01410 51459.337 23.490 0
sn2003K 0.02180 52667.561 13.430 0
sn2006le 0.01740 54059.427 11.920 0
sn2001bf 0.01560 52045.439 1.220 1
sn2005mc 0.02530 53740.368 6.640 0
sn1999dk 0.01496 51431.384 17.060 0
sn2004bv 0.01061 53204.326 44.260 0
sn2007gi 0.00482 54416.651 89.700 0
sn2000cv 0.02040 51753.228 nan 0
sn2002cd 0.01040 52384.510 1.100 1
sn2003ax 0.05400 52697.000 nan 0
sn2007A 0.01765 54126.140 15.070 0
sn2006D 0.00853 53816.449 60.240 0
sn2007cq 0.02620 54326.346 44.790 0
sn2001en 0.01640 52228.406 35.640 0
sn2007F 0.02360 54113.658 -9.350 0
sn2005de 0.01518 53608.350 10.100 0
sn2006cq 0.04830 53891.307 2.000 1
sn1998ef 0.01770 51142.220 27.830 0
sn2007al 0.01212 54172.289 3.390 0
sn1999aq 0.05000 51246.248 nan 0
sn2006ce 0.00503 54032.303 nan 0
sn1997cw 0.01710 50697.406 65.160 0
sn2006et 0.02217 54003.321 9.140 0
sn1995D 0.00670 49861.195 92.020 0
sn2002gc 0.02131 52555.000 nan 0
sn2005W 0.00889 53436.155 24.340 0
sn2006td 0.01588 54121.218 22.620 0
sn2006di 0.01936 53941.605 nan 0
sn2006N 0.01430 53788.131 27.540 0
sn2001cp 0.02240 52106.406 18.000 0
sn1994Q 0.02950 49568.343 69.790 0
sn2008dr 0.04145 54651.364 nan 0
sn2004fw 0.01927 53323.000 nan 0
sn2002bo 0.00430 52401.269 44.830 0
sn2007fb 0.01800 54301.396 14.630 0
sn2006eb 0.01723 53965.466 nan 0
sn2001da 0.01720 52117.486 9.720 0
sn2002ey 0.03850 52521.225 nan 0
sn2008Q 0.00810 54706.495 199.310 0
sn2004eq 0.00884 53296.258 nan 0
