9.145608246109248052e-01 6.591674376573886107e-01 -8.243328495470216843e-01 -5.939181792862131548e-01
1.953871914992372227e-01 2.849420223464496082e-01 -3.703852381955166084e-01 5.141109958514948897e-01
3.185894490290085423e-01 4.262235899021808994e-01 -5.856812481362516642e-01 1.661328425484612792e-01
9.391502754659608598e-03 2.274617543336621139e-02 -7.451129563890801499e-02 7.136644596517475181e-01
7.052073924201495148e-01 -3.659174106946943006e-01 2.314191355182582122e-02 -7.747674597557174803e-01
-1.118765707504398854e-01 -7.713501631324271024e-02 1.848977396277040608e-02 6.814878842386256075e-01
8.139820439556366694e-02 1.288485749914179967e-01 -1.821951776832062553e-01 6.446615586889602456e-01
8.835329899064190418e-01 9.378106383598971973e-02 1.633169571868955394e-01 -7.679254803194941470e-01
-1.876973342391026200e-01 -9.724183406526965001e-02 1.691051007203429046e-01 5.887650998914932821e-01
-3.696237526834036391e-01 6.556500629504846689e-02 2.590388216914247810e-01 3.184548308569683517e-01
-7.347012858266011026e-01 3.872165440124802904e-01 5.931454843531738241e-01 3.484041595821800730e-01
-2.085716323546655815e-01 -3.105056394437009093e-01 9.628194607896877200e-01 3.713513534767450830e-01
-6.767226266471870755e-01 3.631420504866645915e-01 5.534256822319996161e-01 3.905516072311276954e-01
1.110567757592796356e-01 -2.091296916628055946e-01 -9.040980316688473906e-02 -8.309849070980270813e-01
1.960564767494146210e-01 1.505784475380317344e-01 3.512737709607938186e-01 -7.831199836496196554e-01
-6.439075887071583626e-01 4.169362936945388842e-01 5.344772823430636866e-01 3.300311907190586203e-01
-7.995240801302709865e-01 -5.643293233466750713e-02 6.622737553964723745e-01 5.251563715208982241e-01
-2.977603733780547213e-01 -3.252284570210202119e-01 9.583406892384855880e-01 3.870018489774450510e-01
-6.775619332169660058e-01 2.928020259626941124e-01 5.670259680595204355e-01 3.776190993888708380e-01
1.341226606166782132e-01 -2.220860301302929329e-01 8.362420091004652001e-02 -7.988581291816565511e-01
-7.401957382487203141e-01 -3.120962523552877066e-01 8.392306201953436684e-01 4.673896125062170226e-01
-7.791125607221478511e-01 -2.553176403063805999e-02 6.588036426317360750e-01 5.278774294536907608e-01
-4.603576631502945826e-01 -3.492938806270775576e-01 9.117857957368059596e-01 4.047181025743450400e-01
-7.127995532722732897e-01 9.047370981400704171e-02 5.989186086531086417e-01 4.572361813086804894e-01
-6.990634547401515242e-01 1.929565108459818656e-01 5.929106591372435009e-01 4.327015571072180267e-01
-1.050871140541287385e-01 2.528610826229673592e-01 -4.607268661459837933e-01 5.942330811937153179e-01
-1.239204857472375743e-02 -6.150076277203104791e-01 -7.887088958394457006e-01 -1.999363306355910197e-01
-2.809930532447428853e-01 2.196811931829630860e-01 1.378945119709825695e-01 2.563619848193144923e-01
7.659919178165546239e-01 5.682405788345656905e-01 1.695462193373638016e-01 -7.994291727252338386e-01
3.504455660812103579e-01 -7.711988143495120962e-01 -6.128523740970990286e-01 -7.980391204408414652e-01
-1.213676790352669066e-02 3.545031041507687997e-01 -1.419973568519778961e-01 7.333211853297021410e-01
6.394254674678270245e-01 7.447582379711463751e-01 -5.257608936924367260e-01 -5.372175517392365762e-01
8.239085840422494256e-01 4.855330554434286183e-01 2.127913434897482636e-01 -8.089945260259272519e-01
3.606850698583456971e-01 6.106598651643009301e-01 -5.438521007239052185e-01 5.451273608180684516e-02
4.665416138479580033e-01 7.073726445845880395e-01 -5.465401750413672044e-01 -3.257928616788827725e-01
5.071767302638352515e-01 -4.308102880729576256e-01 -2.961037989360404410e-02 -8.031393020139205863e-01
-1.110153434347989077e-01 8.196920684074660013e-02 -2.205218859074697946e-02 7.487323526670924823e-01
6.797628959729948850e-01 -7.312087284117363417e-02 2.994982176773751670e-01 -7.098004295212732018e-01
6.266738242517997381e-01 -3.874930845968151960e-01 1.907540364377343645e-01 -7.320914380367122831e-01
3.138443513452139344e-01 -7.828594005780682430e-01 -5.795396470699707425e-01 -8.329871658287018032e-01
5.260727930152998555e-01 6.866786339753577773e-01 -5.414228417834741069e-01 -4.029930782015167523e-01
